id,title,slug,year,published,editorialType,synopsis,runtimeSeconds,form,genres,themes,techniques,country,filmingCountry,storyLocation,shootingFormat,colour,aspectRatio,popularity,directorIds,companyIds,poster,posterAlt
film-088,Red Light,red-light-088,2016,2016-04-07,Review,"A fictional experimental about power, place and an unexpected suburb encounter.",1041,Experimental,Mystery|Essay Film,Power|Place|Migration,Found Sound|Natural Light,Nigeria,Spain,School,35mm,Colour,1.85:1,3,person-016,company-016,images/film-088.svg,Abstract poster artwork for Red Light
film-089,Second River,second-river-089,2023,2023-05-08,Curated Collection,"A fictional documentary about home, family and an unexpected coast encounter.",1124,Documentary,Music Film|Coming of Age,Home|Family|Climate,Motion Capture|Stop Motion,Spain,Nigeria,River,Super 8,Colour,2.39:1,4,person-017,company-017,images/film-089.svg,Abstract poster artwork for Second River
film-090,Soft Weather,soft-weather-090,2010,2010-06-09,Festival Coverage,"A fictional drama about time, belonging and an unexpected city encounter.",1207,Drama,Social Realism|Science Fiction,Time|Belonging|Identity,Miniatures|Hand-drawn Animation,Norway,France,Suburb,Mixed media,Black and white,1:1,5,person-018,,images/film-090.svg,Abstract poster artwork for Soft Weather
film-091,After Glass,after-glass-091,2017,2017-07-10,Best of Fest,"A fictional animation about memory, work and an unexpected forest encounter.",,Animation,Essay Film|Comedy,Memory|Work|Community,Archive Footage|16mm,Canada,Brazil,Coast,Digital,Colour,16:9,1,person-019,company-019,images/film-091.svg,Abstract poster artwork for After Glass
film-092,Before Moon,before-moon-092,2024,2024-08-11,Interview,"A fictional experimental about place, technology and an unexpected home encounter.",1373,Experimental,Coming of Age|Portrait,Place|Technology|Grief,Natural Light|Mixed Media,Ireland,United Kingdom,City,16mm,Colour,4:3,2,person-020,company-020,images/film-092.svg,Abstract poster artwork for Before Moon
film-093,Beyond Sky,beyond-sky-093,2011,2011-09-12,Industry Insight,"A fictional documentary about family, migration and an unexpected factory encounter.",376,Documentary,Science Fiction|Dance Film,Family|Migration|Play,Stop Motion|Long Take,Japan,Netherlands,Forest,35mm,Colour,1.85:1,3,person-021,company-021,images/film-093.svg,Abstract poster artwork for Beyond Sky
film-094,Borrowed City,borrowed-city-094,2018,2018-10-13,Top Ten,"A fictional drama about belonging, climate and an unexpected island encounter.",459,Drama,Comedy|Environmental,Belonging|Climate|Power,Hand-drawn Animation|Found Sound,Germany,Portugal,Home,Super 8,Colour,2.39:1,4,person-022,company-022,images/film-094.svg,Abstract poster artwork for Borrowed City
film-095,Broken Light,broken-light-095,2025,2025-11-14,Review,"A fictional animation about work, identity and an unexpected mountain encounter.",542,Animation,Portrait|Mystery,Work|Identity|Home,16mm|Motion Capture,Portugal,Germany,Factory,Mixed media,Colour,1:1,5,person-023,company-023,,
film-096,Distant River,distant-river-096,2012,2012-12-15,Curated Collection,"A fictional experimental about technology, community and an unexpected school encounter.",625,Experimental,Dance Film|Music Film,Technology|Community|Time,Mixed Media|Miniatures,Netherlands,Japan,Island,Digital,Colour,16:9,1,person-024,company-024,images/film-096.svg,Abstract poster artwork for Distant River
film-097,Electric Weather,electric-weather-097,2019,2019-01-16,Festival Coverage,"A fictional documentary about migration, grief and an unexpected river encounter.",708,Documentary,Environmental|Social Realism,Migration|Grief|Memory,Long Take|Archive Footage,United Kingdom,Ireland,Mountain,16mm,Colour,4:3,2,person-025,company-001,images/film-097.svg,Abstract poster artwork for Electric Weather
film-098,Every Garden,every-garden-098,2026,2026-02-17,Best of Fest,"A fictional drama about climate, play and an unexpected suburb encounter.",791,Drama,Mystery|Essay Film,Climate|Play|Place,Found Sound|Natural Light,Brazil,Canada,School,35mm,Colour,1.85:1,3,person-026,company-002,images/film-098.svg,Abstract poster artwork for Every Garden
film-099,Hidden Map,hidden-map-099,2013,2013-03-18,Interview,"A fictional animation about identity, power and an unexpected coast encounter.",874,Animation,Music Film|Coming of Age,Identity|Power|Family,Motion Capture|Stop Motion,France,Norway,River,Super 8,Black and white,2.39:1,4,person-027,company-003,images/film-099.svg,Abstract poster artwork for Hidden Map
film-100,Last Signal,last-signal-100,2020,2020-04-19,Industry Insight,"A fictional experimental about community, home and an unexpected city encounter.",957,Experimental,Social Realism|Science Fiction,Community|Home|Belonging,Miniatures|Hand-drawn Animation,Nigeria,Spain,Suburb,Mixed media,Colour,1:1,5,person-028,,images/film-100.svg,Abstract poster artwork for Last Signal
film-101,Little Bird,little-bird-101,2007,2007-05-20,Top Ten,"A fictional documentary about grief, time and an unexpected forest encounter.",1040,Documentary,Essay Film|Comedy,Grief|Time|Work,Archive Footage|16mm,Spain,Nigeria,Coast,Digital,Colour,16:9,1,person-029,company-005,images/film-101.svg,Abstract poster artwork for Little Bird
film-102,Lost Harbour,lost-harbour-102,2014,2014-06-21,Review,"A fictional drama about play, memory and an unexpected home encounter.",1123,Drama,Coming of Age|Portrait,Play|Memory|Technology,Natural Light|Mixed Media,Norway,France,City,16mm,Colour,4:3,2,person-030|person-001,company-006,images/film-102.svg,Abstract poster artwork for Lost Harbour
film-103,North Orchard,north-orchard-103,2021,2021-07-22,Curated Collection,"A fictional animation about power, place and an unexpected factory encounter.",1206,Animation,Science Fiction|Dance Film,Power|Place|Migration,Stop Motion|Long Take,Canada,Brazil,Forest,35mm,Colour,1.85:1,3,person-031,company-007,images/film-103.svg,Abstract poster artwork for North Orchard
film-104,Open Thread,open-thread-104,2008,2008-08-23,Festival Coverage,"A fictional experimental about home, family and an unexpected island encounter.",,Experimental,Comedy|Environmental,Home|Family|Climate,Hand-drawn Animation|Found Sound,Ireland,United Kingdom,Home,Super 8,Colour,2.39:1,4,person-032,company-008,images/film-104.svg,Abstract poster artwork for Open Thread
film-105,Quiet Current,quiet-current-105,2015,2015-09-24,Best of Fest,"A fictional documentary about time, belonging and an unexpected mountain encounter.",1372,Documentary,Portrait|Mystery,Time|Belonging|Identity,16mm|Motion Capture,Japan,Netherlands,Factory,Mixed media,Colour,1:1,5,person-033,company-009,images/film-105.svg,Abstract poster artwork for Quiet Current
film-106,Red Machine,red-machine-106,2022,2022-10-25,Interview,"A fictional drama about memory, work and an unexpected school encounter.",375,Drama,Dance Film|Music Film,Memory|Work|Community,Mixed Media|Miniatures,Germany,Portugal,Island,Digital,Colour,16:9,1,person-034,company-010,images/film-106.svg,Abstract poster artwork for Red Machine
film-107,Second Room,second-room-107,2009,2009-11-26,Industry Insight,"A fictional animation about place, technology and an unexpected river encounter.",458,Animation,Environmental|Social Realism,Place|Technology|Grief,Long Take|Archive Footage,Portugal,Germany,Mountain,16mm,Colour,4:3,2,person-035,company-011,images/film-107.svg,Abstract poster artwork for Second Room
film-108,Soft Archive,soft-archive-108,2016,2016-12-27,Top Ten,"A fictional experimental about family, migration and an unexpected suburb encounter.",541,Experimental,Mystery|Essay Film,Family|Migration|Play,Found Sound|Natural Light,Netherlands,Japan,School,35mm,Black and white,1.85:1,3,person-036,company-012,images/film-108.svg,Abstract poster artwork for Soft Archive
film-109,After Harbour,after-harbour-109,2023,2023-01-01,Review,"A fictional documentary about belonging, climate and an unexpected coast encounter.",624,Documentary,Music Film|Coming of Age,Belonging|Climate|Power,Motion Capture|Stop Motion,United Kingdom,Ireland,River,Super 8,Colour,2.39:1,4,person-001,company-013,images/film-109.svg,Abstract poster artwork for After Harbour
film-110,Before Orchard,before-orchard-110,2010,2010-02-02,Curated Collection,"A fictional drama about work, identity and an unexpected city encounter.",707,Drama,Social Realism|Science Fiction,Work|Identity|Home,Miniatures|Hand-drawn Animation,Brazil,Canada,Suburb,Mixed media,Colour,1:1,5,person-002,,images/film-110.svg,Abstract poster artwork for Before Orchard
film-111,Beyond Thread,beyond-thread-111,2017,2017-03-03,Festival Coverage,"A fictional animation about technology, community and an unexpected forest encounter.",790,Animation,Essay Film|Comedy,Technology|Community|Time,Archive Footage|16mm,France,Norway,Coast,Digital,Colour,16:9,1,person-003,company-015,images/film-111.svg,Abstract poster artwork for Beyond Thread
film-112,Borrowed Current,borrowed-current-112,2024,2024-04-04,Best of Fest,"A fictional experimental about migration, grief and an unexpected home encounter.",873,Experimental,Coming of Age|Portrait,Migration|Grief|Memory,Natural Light|Mixed Media,Nigeria,Spain,City,16mm,Colour,4:3,2,person-004,company-016,images/film-112.svg,Abstract poster artwork for Borrowed Current
film-113,Broken Machine,broken-machine-113,2011,2011-05-05,Interview,"A fictional documentary about climate, play and an unexpected factory encounter.",956,Documentary,Science Fiction|Dance Film,Climate|Play|Place,Stop Motion|Long Take,Spain,Nigeria,Forest,35mm,Colour,1.85:1,3,person-005,company-017,images/film-113.svg,Abstract poster artwork for Broken Machine
film-114,Distant Room,distant-room-114,2018,2018-06-06,Industry Insight,"A fictional drama about identity, power and an unexpected island encounter.",1039,Drama,Comedy|Environmental,Identity|Power|Family,Hand-drawn Animation|Found Sound,Norway,France,Home,Super 8,Colour,2.39:1,4,person-006,company-018,,
film-115,Electric Archive,electric-archive-115,2025,2025-07-07,Top Ten,"A fictional animation about community, home and an unexpected mountain encounter.",1122,Animation,Portrait|Mystery,Community|Home|Belonging,16mm|Motion Capture,Canada,Brazil,Factory,Mixed media,Colour,1:1,5,person-007,company-019,images/film-115.svg,Abstract poster artwork for Electric Archive
film-116,Every Glass,every-glass-116,2012,2012-08-08,Review,"A fictional experimental about grief, time and an unexpected school encounter.",1205,Experimental,Dance Film|Music Film,Grief|Time|Work,Mixed Media|Miniatures,Ireland,United Kingdom,Island,Digital,Colour,16:9,1,person-008,company-020,images/film-116.svg,Abstract poster artwork for Every Glass
film-117,Hidden Moon,hidden-moon-117,2019,2019-09-09,Curated Collection,"A fictional documentary about play, memory and an unexpected river encounter.",,Documentary,Environmental|Social Realism,Play|Memory|Technology,Long Take|Archive Footage,Japan,Netherlands,Mountain,16mm,Black and white,4:3,2,person-009,company-021,images/film-117.svg,Abstract poster artwork for Hidden Moon
film-118,Last Sky,last-sky-118,2026,2026-10-10,Festival Coverage,"A fictional drama about power, place and an unexpected suburb encounter.",1371,Drama,Mystery|Essay Film,Power|Place|Migration,Found Sound|Natural Light,Germany,Portugal,School,35mm,Colour,1.85:1,3,person-010,company-022,images/film-118.svg,Abstract poster artwork for Last Sky
film-119,Little City,little-city-119,2013,2013-11-11,Best of Fest,"A fictional animation about home, family and an unexpected coast encounter.",374,Animation,Music Film|Coming of Age,Home|Family|Climate,Motion Capture|Stop Motion,Portugal,Germany,River,Super 8,Colour,2.39:1,4,person-011|person-018,company-023,images/film-119.svg,Abstract poster artwork for Little City
film-120,Lost Light,lost-light-120,2020,2020-12-12,Interview,"A fictional experimental about time, belonging and an unexpected city encounter.",457,Experimental,Social Realism|Science Fiction,Time|Belonging|Identity,Miniatures|Hand-drawn Animation,Netherlands,Japan,Suburb,Mixed media,Colour,1:1,5,person-012,,images/film-120.svg,Abstract poster artwork for Lost Light
film-121,North River,north-river-121,2007,2007-01-13,Industry Insight,"A fictional documentary about memory, work and an unexpected forest encounter.",540,Documentary,Essay Film|Comedy,Memory|Work|Community,Archive Footage|16mm,United Kingdom,Ireland,Coast,Digital,Colour,16:9,1,person-013,company-001,images/film-121.svg,Abstract poster artwork for North River
film-122,Open Weather,open-weather-122,2014,2014-02-14,Top Ten,"A fictional drama about place, technology and an unexpected home encounter.",623,Drama,Coming of Age|Portrait,Place|Technology|Grief,Natural Light|Mixed Media,Brazil,Canada,City,16mm,Colour,4:3,2,person-014,company-002,images/film-122.svg,Abstract poster artwork for Open Weather
film-123,Quiet Garden,quiet-garden-123,2021,2021-03-15,Review,"A fictional animation about family, migration and an unexpected factory encounter.",706,Animation,Science Fiction|Dance Film,Family|Migration|Play,Stop Motion|Long Take,France,Norway,Forest,35mm,Colour,1.85:1,3,person-015,company-003,images/film-123.svg,Abstract poster artwork for Quiet Garden
film-124,Red Map,red-map-124,2008,2008-04-16,Curated Collection,"A fictional experimental about belonging, climate and an unexpected island encounter.",789,Experimental,Comedy|Environmental,Belonging|Climate|Power,Hand-drawn Animation|Found Sound,Nigeria,Spain,Home,Super 8,Colour,2.39:1,4,person-016,company-004,images/film-124.svg,Abstract poster artwork for Red Map
film-125,Second Signal,second-signal-125,2015,2015-05-17,Festival Coverage,"A fictional documentary about work, identity and an unexpected mountain encounter.",872,Documentary,Portrait|Mystery,Work|Identity|Home,16mm|Motion Capture,Spain,Nigeria,Factory,Mixed media,Colour,1:1,5,person-017,company-005,images/film-125.svg,Abstract poster artwork for Second Signal
film-126,Soft Bird,soft-bird-126,2022,2022-06-18,Best of Fest,"A fictional drama about technology, community and an unexpected school encounter.",955,Drama,Dance Film|Music Film,Technology|Community|Time,Mixed Media|Miniatures,Norway,France,Island,Digital,Black and white,16:9,1,person-018,company-006,images/film-126.svg,Abstract poster artwork for Soft Bird
film-127,After Light,after-light-127,2009,2009-07-19,Interview,"A fictional animation about migration, grief and an unexpected river encounter.",1038,Animation,Environmental|Social Realism,Migration|Grief|Memory,Long Take|Archive Footage,Canada,Brazil,Mountain,16mm,Colour,4:3,2,person-019,company-007,images/film-127.svg,Abstract poster artwork for After Light
film-128,Before River,before-river-128,2016,2016-08-20,Industry Insight,"A fictional experimental about climate, play and an unexpected suburb encounter.",1121,Experimental,Mystery|Essay Film,Climate|Play|Place,Found Sound|Natural Light,Ireland,United Kingdom,School,35mm,Colour,1.85:1,3,person-020,company-008,images/film-128.svg,Abstract poster artwork for Before River
film-129,Beyond Weather,beyond-weather-129,2023,2023-09-21,Top Ten,"A fictional documentary about identity, power and an unexpected coast encounter.",1204,Documentary,Music Film|Coming of Age,Identity|Power|Family,Motion Capture|Stop Motion,Japan,Netherlands,River,Super 8,Colour,2.39:1,4,person-021,company-009,images/film-129.svg,Abstract poster artwork for Beyond Weather
film-130,Borrowed Garden,borrowed-garden-130,2010,2010-10-22,Review,"A fictional drama about community, home and an unexpected city encounter.",,Drama,Social Realism|Science Fiction,Community|Home|Belonging,Miniatures|Hand-drawn Animation,Germany,Portugal,Suburb,Mixed media,Colour,1:1,5,person-022,,images/film-130.svg,Abstract poster artwork for Borrowed Garden
film-131,Broken Map,broken-map-131,2017,2017-11-23,Curated Collection,"A fictional animation about grief, time and an unexpected forest encounter.",1370,Animation,Essay Film|Comedy,Grief|Time|Work,Archive Footage|16mm,Portugal,Germany,Coast,Digital,Colour,16:9,1,person-023,company-011,images/film-131.svg,Abstract poster artwork for Broken Map
film-132,Distant Signal,distant-signal-132,2024,2024-12-24,Festival Coverage,"A fictional experimental about play, memory and an unexpected home encounter.",373,Experimental,Coming of Age|Portrait,Play|Memory|Technology,Natural Light|Mixed Media,Netherlands,Japan,City,16mm,Colour,4:3,2,person-024,company-012,images/film-132.svg,Abstract poster artwork for Distant Signal
film-133,Electric Bird,electric-bird-133,2011,2011-01-25,Best of Fest,"A fictional documentary about power, place and an unexpected factory encounter.",456,Documentary,Science Fiction|Dance Film,Power|Place|Migration,Stop Motion|Long Take,United Kingdom,Ireland,Forest,35mm,Colour,1.85:1,3,person-025,company-013,,
film-134,Every Harbour,every-harbour-134,2018,2018-02-26,Interview,"A fictional drama about home, family and an unexpected island encounter.",539,Drama,Comedy|Environmental,Home|Family|Climate,Hand-drawn Animation|Found Sound,Brazil,Canada,Home,Super 8,Colour,2.39:1,4,person-026,company-014,images/film-134.svg,Abstract poster artwork for Every Harbour
film-135,Hidden Orchard,hidden-orchard-135,2025,2025-03-27,Industry Insight,"A fictional animation about time, belonging and an unexpected mountain encounter.",622,Animation,Portrait|Mystery,Time|Belonging|Identity,16mm|Motion Capture,France,Norway,Factory,Mixed media,Black and white,1:1,5,person-027,company-015,images/film-135.svg,Abstract poster artwork for Hidden Orchard
film-136,Last Thread,last-thread-136,2012,2012-04-01,Top Ten,"A fictional experimental about memory, work and an unexpected school encounter.",705,Experimental,Dance Film|Music Film,Memory|Work|Community,Mixed Media|Miniatures,Nigeria,Spain,Island,Digital,Colour,16:9,1,person-028|person-035,company-016,images/film-136.svg,Abstract poster artwork for Last Thread
film-137,Little Current,little-current-137,2019,2019-05-02,Review,"A fictional documentary about place, technology and an unexpected river encounter.",788,Documentary,Environmental|Social Realism,Place|Technology|Grief,Long Take|Archive Footage,Spain,Nigeria,Mountain,16mm,Colour,4:3,2,person-029,company-017,images/film-137.svg,Abstract poster artwork for Little Current
film-138,Lost Machine,lost-machine-138,2026,2026-06-03,Curated Collection,"A fictional drama about family, migration and an unexpected suburb encounter.",871,Drama,Mystery|Essay Film,Family|Migration|Play,Found Sound|Natural Light,Norway,France,School,35mm,Colour,1.85:1,3,person-030,company-018,images/film-138.svg,Abstract poster artwork for Lost Machine
film-139,North Room,north-room-139,2013,2013-07-04,Festival Coverage,"A fictional animation about belonging, climate and an unexpected coast encounter.",954,Animation,Music Film|Coming of Age,Belonging|Climate|Power,Motion Capture|Stop Motion,Canada,Brazil,River,Super 8,Colour,2.39:1,4,person-031,company-019,images/film-139.svg,Abstract poster artwork for North Room
film-140,Open Archive,open-archive-140,2020,2020-08-05,Best of Fest,"A fictional experimental about work, identity and an unexpected city encounter.",1037,Experimental,Social Realism|Science Fiction,Work|Identity|Home,Miniatures|Hand-drawn Animation,Ireland,United Kingdom,Suburb,Mixed media,Colour,1:1,5,person-032,,images/film-140.svg,Abstract poster artwork for Open Archive
film-141,Quiet Glass,quiet-glass-141,2007,2007-09-06,Interview,"A fictional documentary about technology, community and an unexpected forest encounter.",1120,Documentary,Essay Film|Comedy,Technology|Community|Time,Archive Footage|16mm,Japan,Netherlands,Coast,Digital,Colour,16:9,1,person-033,company-021,images/film-141.svg,Abstract poster artwork for Quiet Glass
film-142,Red Moon,red-moon-142,2014,2014-10-07,Industry Insight,"A fictional drama about migration, grief and an unexpected home encounter.",1203,Drama,Coming of Age|Portrait,Migration|Grief|Memory,Natural Light|Mixed Media,Germany,Portugal,City,16mm,Colour,4:3,2,person-034,company-022,images/film-142.svg,Abstract poster artwork for Red Moon
film-143,Second Sky,second-sky-143,2021,2021-11-08,Top Ten,"A fictional animation about climate, play and an unexpected factory encounter.",,Animation,Science Fiction|Dance Film,Climate|Play|Place,Stop Motion|Long Take,Portugal,Germany,Forest,35mm,Colour,1.85:1,3,person-035,company-023,images/film-143.svg,Abstract poster artwork for Second Sky
film-144,Soft City,soft-city-144,2008,2008-12-09,Review,"A fictional experimental about identity, power and an unexpected island encounter.",1369,Experimental,Comedy|Environmental,Identity|Power|Family,Hand-drawn Animation|Found Sound,Netherlands,Japan,Home,Super 8,Black and white,2.39:1,4,person-036,company-024,images/film-144.svg,Abstract poster artwork for Soft City
film-145,After Machine,after-machine-145,2015,2015-01-10,Curated Collection,"A fictional documentary about community, home and an unexpected mountain encounter.",372,Documentary,Portrait|Mystery,Community|Home|Belonging,16mm|Motion Capture,United Kingdom,Ireland,Factory,Mixed media,Colour,1:1,5,person-001,company-001,images/film-145.svg,Abstract poster artwork for After Machine
film-146,Before Room,before-room-146,2022,2022-02-11,Festival Coverage,"A fictional drama about grief, time and an unexpected school encounter.",455,Drama,Dance Film|Music Film,Grief|Time|Work,Mixed Media|Miniatures,Brazil,Canada,Island,Digital,Colour,16:9,1,person-002,company-002,images/film-146.svg,Abstract poster artwork for Before Room
film-147,Beyond Archive,beyond-archive-147,2009,2009-03-12,Best of Fest,"A fictional animation about play, memory and an unexpected river encounter.",538,Animation,Environmental|Social Realism,Play|Memory|Technology,Long Take|Archive Footage,France,Norway,Mountain,16mm,Colour,4:3,2,person-003,company-003,images/film-147.svg,Abstract poster artwork for Beyond Archive
film-148,Borrowed Glass,borrowed-glass-148,2016,2016-04-13,Interview,"A fictional experimental about power, place and an unexpected suburb encounter.",621,Experimental,Mystery|Essay Film,Power|Place|Migration,Found Sound|Natural Light,Nigeria,Spain,School,35mm,Colour,1.85:1,3,person-004,company-004,images/film-148.svg,Abstract poster artwork for Borrowed Glass
film-149,Broken Moon,broken-moon-149,2023,2023-05-14,Industry Insight,"A fictional documentary about home, family and an unexpected coast encounter.",704,Documentary,Music Film|Coming of Age,Home|Family|Climate,Motion Capture|Stop Motion,Spain,Nigeria,River,Super 8,Colour,2.39:1,4,person-005,company-005,images/film-149.svg,Abstract poster artwork for Broken Moon
film-150,Distant Sky,distant-sky-150,2010,2010-06-15,Top Ten,"A fictional drama about time, belonging and an unexpected city encounter.",787,Drama,Social Realism|Science Fiction,Time|Belonging|Identity,Miniatures|Hand-drawn Animation,Norway,France,Suburb,Mixed media,Colour,1:1,5,person-006,,images/film-150.svg,Abstract poster artwork for Distant Sky
film-151,Electric City,electric-city-151,2017,2017-07-16,Review,"A fictional animation about memory, work and an unexpected forest encounter.",870,Animation,Essay Film|Comedy,Memory|Work|Community,Archive Footage|16mm,Canada,Brazil,Coast,Digital,Colour,16:9,1,person-007,company-007,images/film-151.svg,Abstract poster artwork for Electric City
film-152,Every Light,every-light-152,2024,2024-08-17,Curated Collection,"A fictional experimental about place, technology and an unexpected home encounter.",953,Experimental,Coming of Age|Portrait,Place|Technology|Grief,Natural Light|Mixed Media,Ireland,United Kingdom,City,16mm,Colour,4:3,2,person-008,company-008,,
film-153,Hidden River,hidden-river-153,2011,2011-09-18,Festival Coverage,"A fictional documentary about family, migration and an unexpected factory encounter.",1036,Documentary,Science Fiction|Dance Film,Family|Migration|Play,Stop Motion|Long Take,Japan,Netherlands,Forest,35mm,Black and white,1.85:1,3,person-009|person-016,company-009,images/film-153.svg,Abstract poster artwork for Hidden River
film-154,Last Weather,last-weather-154,2018,2018-10-19,Best of Fest,"A fictional drama about belonging, climate and an unexpected island encounter.",1119,Drama,Comedy|Environmental,Belonging|Climate|Power,Hand-drawn Animation|Found Sound,Germany,Portugal,Home,Super 8,Colour,2.39:1,4,person-010,company-010,images/film-154.svg,Abstract poster artwork for Last Weather
film-155,Little Garden,little-garden-155,2025,2025-11-20,Interview,"A fictional animation about work, identity and an unexpected mountain encounter.",1202,Animation,Portrait|Mystery,Work|Identity|Home,16mm|Motion Capture,Portugal,Germany,Factory,Mixed media,Colour,1:1,5,person-011,company-011,images/film-155.svg,Abstract poster artwork for Little Garden
film-156,Lost Map,lost-map-156,2012,2012-12-21,Industry Insight,"A fictional experimental about technology, community and an unexpected school encounter.",,Experimental,Dance Film|Music Film,Technology|Community|Time,Mixed Media|Miniatures,Netherlands,Japan,Island,Digital,Colour,16:9,1,person-012,company-012,images/film-156.svg,Abstract poster artwork for Lost Map
film-157,North Signal,north-signal-157,2019,2019-01-22,Top Ten,"A fictional documentary about migration, grief and an unexpected river encounter.",1368,Documentary,Environmental|Social Realism,Migration|Grief|Memory,Long Take|Archive Footage,United Kingdom,Ireland,Mountain,16mm,Colour,4:3,2,person-013,company-013,images/film-157.svg,Abstract poster artwork for North Signal
film-158,Open Bird,open-bird-158,2026,2026-02-23,Review,"A fictional drama about climate, play and an unexpected suburb encounter.",371,Drama,Mystery|Essay Film,Climate|Play|Place,Found Sound|Natural Light,Brazil,Canada,School,35mm,Colour,1.85:1,3,person-014,company-014,images/film-158.svg,Abstract poster artwork for Open Bird
film-159,Quiet Harbour,quiet-harbour-159,2013,2013-03-24,Curated Collection,"A fictional animation about identity, power and an unexpected coast encounter.",454,Animation,Music Film|Coming of Age,Identity|Power|Family,Motion Capture|Stop Motion,France,Norway,River,Super 8,Colour,2.39:1,4,person-015,company-015,images/film-159.svg,Abstract poster artwork for Quiet Harbour
film-160,Red Orchard,red-orchard-160,2020,2020-04-25,Festival Coverage,"A fictional experimental about community, home and an unexpected city encounter.",537,Experimental,Social Realism|Science Fiction,Community|Home|Belonging,Miniatures|Hand-drawn Animation,Nigeria,Spain,Suburb,Mixed media,Colour,1:1,5,person-016,,images/film-160.svg,Abstract poster artwork for Red Orchard
film-161,Second Thread,second-thread-161,2007,2007-05-26,Best of Fest,"A fictional documentary about grief, time and an unexpected forest encounter.",620,Documentary,Essay Film|Comedy,Grief|Time|Work,Archive Footage|16mm,Spain,Nigeria,Coast,Digital,Colour,16:9,1,person-017,company-017,images/film-161.svg,Abstract poster artwork for Second Thread
film-162,Soft Current,soft-current-162,2014,2014-06-27,Interview,"A fictional drama about play, memory and an unexpected home encounter.",703,Drama,Coming of Age|Portrait,Play|Memory|Technology,Natural Light|Mixed Media,Norway,France,City,16mm,Black and white,4:3,2,person-018,company-018,images/film-162.svg,Abstract poster artwork for Soft Current
film-163,After Map,after-map-163,2021,2021-07-01,Industry Insight,"A fictional animation about power, place and an unexpected factory encounter.",786,Animation,Science Fiction|Dance Film,Power|Place|Migration,Stop Motion|Long Take,Canada,Brazil,Forest,35mm,Colour,1.85:1,3,person-019,company-019,images/film-163.svg,Abstract poster artwork for After Map
film-164,Before Signal,before-signal-164,2008,2008-08-02,Top Ten,"A fictional experimental about home, family and an unexpected island encounter.",869,Experimental,Comedy|Environmental,Home|Family|Climate,Hand-drawn Animation|Found Sound,Ireland,United Kingdom,Home,Super 8,Colour,2.39:1,4,person-020,company-020,images/film-164.svg,Abstract poster artwork for Before Signal
film-165,Beyond Bird,beyond-bird-165,2015,2015-09-03,Review,"A fictional documentary about time, belonging and an unexpected mountain encounter.",952,Documentary,Portrait|Mystery,Time|Belonging|Identity,16mm|Motion Capture,Japan,Netherlands,Factory,Mixed media,Colour,1:1,5,person-021,company-021,images/film-165.svg,Abstract poster artwork for Beyond Bird
film-166,Borrowed Harbour,borrowed-harbour-166,2022,2022-10-04,Curated Collection,"A fictional drama about memory, work and an unexpected school encounter.",1035,Drama,Dance Film|Music Film,Memory|Work|Community,Mixed Media|Miniatures,Germany,Portugal,Island,Digital,Colour,16:9,1,person-022,company-022,images/film-166.svg,Abstract poster artwork for Borrowed Harbour
film-167,Broken Orchard,broken-orchard-167,2009,2009-11-05,Festival Coverage,"A fictional animation about place, technology and an unexpected river encounter.",1118,Animation,Environmental|Social Realism,Place|Technology|Grief,Long Take|Archive Footage,Portugal,Germany,Mountain,16mm,Colour,4:3,2,person-023,company-023,images/film-167.svg,Abstract poster artwork for Broken Orchard
film-168,Distant Thread,distant-thread-168,2016,2016-12-06,Best of Fest,"A fictional experimental about family, migration and an unexpected suburb encounter.",1201,Experimental,Mystery|Essay Film,Family|Migration|Play,Found Sound|Natural Light,Netherlands,Japan,School,35mm,Colour,1.85:1,3,person-024,company-024,images/film-168.svg,Abstract poster artwork for Distant Thread
film-169,Electric Current,electric-current-169,2023,2023-01-07,Interview,"A fictional documentary about belonging, climate and an unexpected coast encounter.",,Documentary,Music Film|Coming of Age,Belonging|Climate|Power,Motion Capture|Stop Motion,United Kingdom,Ireland,River,Super 8,Colour,2.39:1,4,person-025,company-001,images/film-169.svg,Abstract poster artwork for Electric Current
film-170,Every Machine,every-machine-170,2010,2010-02-08,Industry Insight,"A fictional drama about work, identity and an unexpected city encounter.",1367,Drama,Social Realism|Science Fiction,Work|Identity|Home,Miniatures|Hand-drawn Animation,Brazil,Canada,Suburb,Mixed media,Colour,1:1,5,person-026|person-033,,images/film-170.svg,Abstract poster artwork for Every Machine
film-171,Hidden Room,hidden-room-171,2017,2017-03-09,Top Ten,"A fictional animation about technology, community and an unexpected forest encounter.",370,Animation,Essay Film|Comedy,Technology|Community|Time,Archive Footage|16mm,France,Norway,Coast,Digital,Black and white,16:9,1,person-027,company-003,,
film-172,Last Archive,last-archive-172,2024,2024-04-10,Review,"A fictional experimental about migration, grief and an unexpected home encounter.",453,Experimental,Coming of Age|Portrait,Migration|Grief|Memory,Natural Light|Mixed Media,Nigeria,Spain,City,16mm,Colour,4:3,2,person-028,company-004,images/film-172.svg,Abstract poster artwork for Last Archive
film-173,Little Glass,little-glass-173,2011,2011-05-11,Curated Collection,"A fictional documentary about climate, play and an unexpected factory encounter.",536,Documentary,Science Fiction|Dance Film,Climate|Play|Place,Stop Motion|Long Take,Spain,Nigeria,Forest,35mm,Colour,1.85:1,3,person-029,company-005,images/film-173.svg,Abstract poster artwork for Little Glass
